id,t,x,pred,Usage
132,0.01,-1.7499999999999998,0.674681384680205,Private
133,0.01,-1.6499999999999997,0.7408232693611956,Public
134,0.01,-1.5499999999999996,0.8123303158151082,Private
135,0.01,-1.45,0.8892670308675968,Private
136,0.01,-1.3499999999999999,0.9715632231983458,Private
137,0.01,-1.2499999999999998,1.0589687697241563,Private
138,0.01,-1.1499999999999997,1.151001946222263,Public
139,0.01,-1.0499999999999996,1.246893808231406,Private
140,0.01,-0.95,1.3455333383838182,Public
141,0.01,-0.8499999999999994,1.4454208878495782,Public
142,0.01,-0.7499999999999998,1.5446404926682087,Private
143,0.01,-0.6500000000000001,1.6408641999068676,Private
144,0.01,-0.5499999999999996,1.7314023936336085,Public
145,0.01,-0.45,1.81331174558682,Private
146,0.01,-0.3499999999999995,1.8835654644526307,Public
147,0.01,-0.24999999999999983,1.939278621381069,Private
148,0.01,-0.1499999999999993,1.9779661175751013,Private
149,0.01,-0.04999999999999964,1.9977964354724378,Private
150,0.01,0.05,1.9977964354724378,Public
151,0.01,0.15000000000000052,1.9779661175751013,Private
152,0.01,0.25000000000000017,1.9392786213810687,Public
153,0.01,0.3500000000000007,1.8835654644526305,Private
154,0.01,0.45000000000000034,1.8133117455868188,Public
155,0.01,0.55,1.7314023936336078,Public
156,0.01,0.6500000000000006,1.6408641999068672,Private
157,0.01,0.7500000000000002,1.5446404926682082,Private
158,0.01,0.8500000000000008,1.4454208878495773,Private
159,0.01,0.9500000000000004,1.345533338383817,Private
160,0.01,1.05,1.2468938082314056,Private
161,0.01,1.1500000000000006,1.1510019462222623,Public
162,0.01,1.2500000000000002,1.0589687697241559,Private
163,0.01,1.3500000000000008,0.9715632231983451,Private
164,0.01,1.4500000000000004,0.8892670308675964,Private
165,0.01,1.55,0.8123303158151078,Public
166,0.01,1.6500000000000006,0.7408232693611951,Private
167,0.01,1.7500000000000002,0.6746813846802042,Private
168,0.01,1.8500000000000008,0.6137433481173844,Public
169,0.01,1.9500000000000004,0.5577816868965664,Private
170,0.01,2.05,0.5065268346069592,Private
171,0.01,2.1500000000000004,0.4596855303183353,Private
172,0.01,2.25,0.41695452582981624,Private
173,0.01,2.3500000000000005,0.37803052210376065,Public
174,0.01,2.45,0.3426171474161335,Public
175,0.01,2.55,0.31042966206998107,Public
176,0.01,2.6500000000000004,0.2811979483745401,Private
177,0.01,2.75,0.2546682305706077,Private
178,0.01,2.8500000000000005,0.23060387176763286,Public
179,0.01,2.95,0.20878551440184628,Private
180,0.01,3.05,0.1890107659830671,Private
181,0.01,3.1499999999999995,0.1710935808975468,Public
182,0.01,3.250000000000001,0.15486344948655234,Public
183,0.01,3.3500000000000005,0.14016447534632975,Private
184,0.01,3.45,0.12685439887308597,Private
185,0.01,3.55,0.11480360789057571,Private
186,0.01,3.6499999999999995,0.10389416343082376,Public
187,0.01,3.750000000000001,0.09401885934115406,Public
188,0.01,3.8500000000000005,0.08508032754094678,Public
189,0.01,3.95,0.07699019581340263,Private
190,0.01,4.05,0.06966830150387796,Private
191,0.01,4.1499999999999995,0.06304196205066624,Private
192,0.01,4.250000000000001,0.0570453016647478,Private
193,0.01,4.3500000000000005,0.05161862845727756,Public
194,0.01,4.45,0.0467078432857268,Public
195,0.01,4.55,0.042264542314376735,Private
196,0.01,4.650000000000001,0.0382480024719063,Private
197,0.01,4.750000000000001,0.034573239281990506,Private
198,0.01,4.8500000000000005,0.031033719861611526,Private
199,0.01,4.95,0.028666285124114614,Public
200,0.02,-4.95,0.029330770730376748,Public
201,0.02,-4.8500000000000005,0.03071388703782514,Public
202,0.02,-4.75,0.03426517971678149,Private
203,0.02,-4.65,0.038259662681307156,Public
204,0.02,-4.55,0.04228302867665928,Private
205,0.02,-4.45,0.04670783352609848,Public
206,0.02,-4.3500000000000005,0.05161810273529482,Private
207,0.02,-4.25,0.05704521276278727,Private
208,0.02,-4.15,0.06304185627594329,Public
209,0.02,-4.05,0.06966814987072692,Private
210,0.02,-3.95,0.076989990829417,Private
211,0.02,-3.85,0.08508005086901788,Public
212,0.02,-3.75,0.09401848591740565,Public
213,0.02,-3.6500000000000004,0.1038936595725,Public
214,0.02,-3.55,0.11480292825747779,Public
215,0.02,-3.45,0.12685348246752157,Private
216,0.02,-3.35,0.14016324016991508,Public
217,0.02,-3.25,0.15486178541356896,Private
218,0.02,-3.1500000000000004,0.17109134019646227,Private
219,0.02,-3.05,0.1890077507534214,Public
220,0.02,-2.95,0.2087814599938724,Private
221,0.02,-2.85,0.2305984250171051,Private
222,0.02,-2.75,0.25466092142011626,Private
223,0.02,-2.65,0.2811881531879587,Private
224,0.02,-2.55,0.3104165567286223,Private
225,0.02,-2.45,0.34259964820561906,Public
226,0.02,-2.35,0.37800721262157927,Private
227,0.02,-2.25,0.41692356893284893,Private
228,0.02,-2.15,0.45964456590818065,Private
229,0.02,-2.05,0.5064728674478761,Public
230,0.02,-1.95,0.5577109745565556,Private
231,0.02,-1.8499999999999999,0.6136513086446085,Private
232,0.02,-1.7499999999999998,0.6745625580124235,Private
233,0.02,-1.6499999999999997,0.7406713866563905,Private
234,0.02,-1.5499999999999996,0.8121385566300515,Public
235,0.02,-1.45,0.8890285762790205,Private
236,0.02,-1.3499999999999999,0.9712722349659314,Private
237,0.02,-1.2499999999999998,1.0586219240747627,Private
238,0.02,-1.1499999999999997,1.1506005970978714,Public
239,0.02,-1.0499999999999996,1.2464467105689208,Private
240,0.02,-0.95,1.3450595914316217,Private
241,0.02,-0.8499999999999994,1.4449523584253636,Private
242,0.02,-0.7499999999999998,1.5442225269528174,Public
243,0.02,-0.6500000000000001,1.6405531398523465,Private
244,0.02,-0.5499999999999996,1.7312586216572943,Private
245,0.02,-0.45,1.8133880345139355,Public
246,0.02,-0.3499999999999995,1.883892367214269,Private
247,0.02,-0.24999999999999983,1.939850928409537,Private
248,0.02,-0.1499999999999993,1.978735782383877,Public
249,0.02,-0.04999999999999964,1.9986764407807398,Public
250,0.02,0.05,1.9986764407807398,Private
251,0.02,0.15000000000000052,1.978735782383877,Private
252,0.02,0.25000000000000017,1.9398509284095369,Public
253,0.02,0.3500000000000007,1.8838923672142682,Public
254,0.02,0.45000000000000034,1.8133880345139348,Private
255,0.02,0.55,1.7312586216572938,Private
256,0.02,0.6500000000000006,1.6405531398523459,Private
257,0.02,0.7500000000000002,1.5442225269528167,Public
258,0.02,0.8500000000000008,1.4449523584253632,Private
259,0.02,0.9500000000000004,1.345059591431621,Private
260,0.02,1.05,1.2464467105689199,Public
261,0.02,1.1500000000000006,1.1506005970978712,Public
262,0.02,1.2500000000000002,1.058621924074762,Public
263,0.02,1.3500000000000008,0.9712722349659311,Private
264,0.02,1.4500000000000004,0.88902857627902,Public
265,0.02,1.55,0.8121385566300506,Private
266,0.02,1.6500000000000006,0.7406713866563901,Public
267,0.02,1.7500000000000002,0.6745625580124228,Private
268,0.02,1.8500000000000008,0.6136513086446082,Private
269,0.02,1.9500000000000004,0.5577109745565554,Public
270,0.02,2.05,0.5064728674478758,Private
271,0.02,2.1500000000000004,0.4596445659081807,Private
272,0.02,2.25,0.4169235689328488,Private
273,0.02,2.3500000000000005,0.3780072126215791,Private
274,0.02,2.45,0.3425996482056189,Private
275,0.02,2.55,0.3104165567286222,Public
276,0.02,2.6500000000000004,0.28118815318795876,Private
277,0.02,2.75,0.25466092142011626,Private
278,0.02,2.8500000000000005,0.23059842501710506,Private
279,0.02,2.95,0.20878145999387246,Public
280,0.02,3.05,0.18900775075342158,Private
281,0.02,3.1499999999999995,0.17109134019646222,Private
282,0.02,3.250000000000001,0.154861785413569,Private
283,0.02,3.3500000000000005,0.14016324016991508,Private
284,0.02,3.45,0.1268534824675215,Private
285,0.02,3.55,0.1148029282574778,Public
286,0.02,3.6499999999999995,0.10389365957249998,Private
287,0.02,3.750000000000001,0.0940184859174057,Private
288,0.02,3.8500000000000005,0.08508005086901788,Private
289,0.02,3.95,0.07698999082941693,Private
290,0.02,4.05,0.06966814987072695,Public
291,0.02,4.1499999999999995,0.06304185627594326,Public
292,0.02,4.250000000000001,0.05704521276278731,Public
293,0.02,4.3500000000000005,0.05161810273529481,Private
294,0.02,4.45,0.04670783352609847,Public
295,0.02,4.55,0.042283028676659264,Public
296,0.02,4.650000000000001,0.03825966268130714,Private
297,0.02,4.750000000000001,0.03426517971678146,Private
298,0.02,4.8500000000000005,0.030713887037825127,Private
299,0.02,4.95,0.02933077073037674,Public
300,0.030000000000000002,-4.95,0.02986937478914339,Private
301,0.030000000000000002,-4.8500000000000005,0.030919649806276716,Private
302,0.030000000000000002,-4.75,0.0337052918391014,Public
303,0.030000000000000002,-4.65,0.038072097907395124,Private
304,0.030000000000000002,-4.55,0.042357368318683176,Private
305,0.030000000000000002,-4.45,0.04672932560858054,Private
306,0.030000000000000002,-4.3500000000000005,0.05161400176766536,Private
307,0.030000000000000002,-4.25,0.05704402338333374,Public
308,0.030000000000000002,-4.15,0.06304178787171671,Private
309,0.030000000000000002,-4.05,0.0696679258062469,Private
310,0.030000000000000002,-3.95,0.07698964667335222,Private
311,0.030000000000000002,-3.85,0.08507958893284248,Private
312,0.030000000000000002,-3.75,0.09401786335803516,Private
313,0.030000000000000002,-3.6500000000000004,0.10389281971308155,Private
314,0.030000000000000002,-3.55,0.11480179560620539,Public
315,0.030000000000000002,-3.45,0.1268519554496996,Public
316,0.030000000000000002,-3.35,0.1401611822314128,Public
317,0.030000000000000002,-3.25,0.15485901316029574,Private
318,0.030000000000000002,-3.1500000000000004,0.1710876076092903,Public
319,0.030000000000000002,-3.05,0.1890027282654901,Private
320,0.030000000000000002,-2.95,0.20877470687664865,Private
321,0.030000000000000002,-2.85,0.2305893531298691,Public
322,0.030000000000000002,-2.75,0.25464874794176007,Private
323,0.030000000000000002,-2.65,0.28117183950855845,Public
324,0.030000000000000002,-2.55,0.3103947303131243,Public
325,0.030000000000000002,-2.45,0.3425705041069429,Public
326,0.030000000000000002,-2.35,0.3779683916847163,Public
327,0.030000000000000002,-2.25,0.4168720110402193,Public
328,0.030000000000000002,-2.15,0.45957633957088134,Public
329,0.030000000000000002,-2.05,0.5063829826943352,Public
330,0.030000000000000002,-1.95,0.557593195876644,Private
331,0.030000000000000002,-1.8499999999999999,0.6134980005923119,Private
332,0.030000000000000002,-1.7499999999999998,0.674364620019895,Public
333,0.030000000000000002,-1.6499999999999997,0.7404183672437706,Private
334,0.030000000000000002,-1.5499999999999996,0.8118190800969638,Public
335,0.030000000000000002,-1.45,0.8886312619673934,Public
336,0.030000000000000002,-1.3499999999999999,0.9707873260181721,Private
337,0.030000000000000002,-1.2499999999999998,1.0580438404171577,Private
338,0.030000000000000002,-1.1499999999999997,1.1499315384360775,Private
339,0.030000000000000002,-1.0499999999999996,1.2457011957128001,Public
340,0.030000000000000002,-0.95,1.34426937061087,Private
341,0.030000000000000002,-0.8499999999999994,1.444170469387202,Private
342,0.030000000000000002,-0.7499999999999998,1.5435245123877381,Private
343,0.030000000000000002,-0.6500000000000001,1.6400329502399338,Private
344,0.030000000000000002,-0.5499999999999996,1.7310170609357223,Private
345,0.030000000000000002,-0.45,1.813513346344752,Private
346,0.030000000000000002,-0.3499999999999995,1.8844358196783646,Private
347,0.030000000000000002,-0.24999999999999983,1.9408041063341996,Public
348,0.030000000000000002,-0.1499999999999993,1.9800186428766717,Private
349,0.030000000000000002,-0.04999999999999964,2.0001436864607762,Public
350,0.030000000000000002,0.05,2.000143686460776,Private
351,0.030000000000000002,0.15000000000000052,1.9800186428766715,Private
352,0.030000000000000002,0.25000000000000017,1.9408041063341994,Private
353,0.030000000000000002,0.3500000000000007,1.884435819678364,Public
354,0.030000000000000002,0.45000000000000034,1.8135133463447515,Public
355,0.030000000000000002,0.55,1.7310170609357214,Private
356,0.030000000000000002,0.6500000000000006,1.6400329502399333,Public
357,0.030000000000000002,0.7500000000000002,1.5435245123877377,Public
358,0.030000000000000002,0.8500000000000008,1.4441704693872015,Private
359,0.030000000000000002,0.9500000000000004,1.34426937061087,Private
360,0.030000000000000002,1.05,1.2457011957127992,Private
361,0.030000000000000002,1.1500000000000006,1.1499315384360767,Private
362,0.030000000000000002,1.2500000000000002,1.0580438404171575,Public
363,0.030000000000000002,1.3500000000000008,0.9707873260181717,Public
364,0.030000000000000002,1.4500000000000004,0.8886312619673927,Public
365,0.030000000000000002,1.55,0.8118190800969632,Public
366,0.030000000000000002,1.6500000000000006,0.74041836724377,Private
367,0.030000000000000002,1.7500000000000002,0.6743646200198947,Private
368,0.030000000000000002,1.8500000000000008,0.6134980005923113,Private
369,0.030000000000000002,1.9500000000000004,0.5575931958766438,Private
370,0.030000000000000002,2.05,0.506382982694335,Public
371,0.030000000000000002,2.1500000000000004,0.45957633957088134,Public
372,0.030000000000000002,2.25,0.4168720110402193,Public
373,0.030000000000000002,2.3500000000000005,0.37796839168471613,Public
374,0.030000000000000002,2.45,0.3425705041069428,Private
375,0.030000000000000002,2.55,0.31039473031312415,Private
376,0.030000000000000002,2.6500000000000004,0.2811718395085585,Public
377,0.030000000000000002,2.75,0.25464874794176007,Private
378,0.030000000000000002,2.8500000000000005,0.23058935312986914,Private
379,0.030000000000000002,2.95,0.2087747068766488,Private
380,0.030000000000000002,3.05,0.18900272826549014,Public
381,0.030000000000000002,3.1499999999999995,0.17108760760929037,Public
382,0.030000000000000002,3.250000000000001,0.1548590131602957,Private
383,0.030000000000000002,3.3500000000000005,0.14016118223141283,Private
384,0.030000000000000002,3.45,0.1268519554496996,Private
385,0.030000000000000002,3.55,0.11480179560620535,Private
386,0.030000000000000002,3.6499999999999995,0.10389281971308155,Public
387,0.030000000000000002,3.750000000000001,0.0940178633580352,Private
388,0.030000000000000002,3.8500000000000005,0.0850795889328425,Private
389,0.030000000000000002,3.95,0.07698964667335222,Private
390,0.030000000000000002,4.05,0.06966792580624682,Public
391,0.030000000000000002,4.1499999999999995,0.06304178787171674,Private
392,0.030000000000000002,4.250000000000001,0.0570440233833337,Private
393,0.030000000000000002,4.3500000000000005,0.051614001767665424,Public
394,0.030000000000000002,4.45,0.04672932560858051,Public
395,0.030000000000000002,4.55,0.04235736831868314,Private
396,0.030000000000000002,4.650000000000001,0.03807209790739513,Private
397,0.030000000000000002,4.750000000000001,0.033705291839101384,Private
398,0.030000000000000002,4.8500000000000005,0.030919649806276695,Private
399,0.030000000000000002,4.95,0.029869374789143383,Public
400,0.04000000000000001,-4.95,0.030272171030034378,Private
401,0.04000000000000001,-4.8500000000000005,0.03133364620155175,Private
402,0.04000000000000001,-4.75,0.03346391765560196,Private
403,0.04000000000000001,-4.65,0.0375059549688327,Public
404,0.04000000000000001,-4.55,0.042342656196858744,Public
405,0.04000000000000001,-4.45,0.04684169437551181,Private
406,0.04000000000000001,-4.3500000000000005,0.05162188254701621,Private
407,0.04000000000000001,-4.25,0.05703423592591414,Public
408,0.04000000000000001,-4.15,0.06304077353836972,Public
409,0.04000000000000001,-4.05,0.06966803747063649,Public
410,0.04000000000000001,-3.95,0.07698920483572859,Public
411,0.04000000000000001,-3.85,0.0850789287565066,Private
412,0.04000000000000001,-3.75,0.09401699148955692,Public
413,0.04000000000000001,-3.6500000000000004,0.10389164552884325,Public
414,0.04000000000000001,-3.55,0.11480021178892044,Private
415,0.04000000000000001,-3.45,0.12684982027235442,Private
416,0.04000000000000001,-3.35,0.1401583048346449,Public
417,0.04000000000000001,-3.25,0.15485513716403562,Private
418,0.04000000000000001,-3.1500000000000004,0.17108238908794127,Private
419,0.04000000000000001,-3.05,0.18899570649165454,Private
420,0.04000000000000001,-2.95,0.208765265710503,Public
421,0.04000000000000001,-2.85,0.23057667033032994,Private
422,0.04000000000000001,-2.75,0.25463172906638076,Public
423,0.04000000000000001,-2.65,0.2811490324506141,Public
424,0.04000000000000001,-2.55,0.310364216010422,Public
425,0.04000000000000001,-2.45,0.34252975876296865,Public
426,0.04000000000000001,-2.35,0.3779141163442131,Private
427,0.04000000000000001,-2.25,0.4167999261798623,Private
428,0.04000000000000001,-2.15,0.45948094648067317,Private
429,0.04000000000000001,-2.05,0.5062573013002243,Private
430,0.04000000000000001,-1.95,0.5574285023422213,Private
431,0.04000000000000001,-1.8499999999999999,0.6132836101676429,Private
432,0.04000000000000001,-1.7499999999999998,0.6740877940788915,Public
433,0.04000000000000001,-1.6499999999999997,0.7400644704907952,Private
434,0.04000000000000001,-1.5499999999999996,0.8113721739872816,Private
435,0.04000000000000001,-1.45,0.8880753862998263,Private
436,0.04000000000000001,-1.3499999999999999,0.9701087725438097,Public
437,0.04000000000000001,-1.2499999999999998,1.0572347199213976,Private
438,0.04000000000000001,-1.1499999999999997,1.1489948195108388,Private
439,0.04000000000000001,-1.0499999999999996,1.2446570602777363,Private
440,0.04000000000000001,-0.95,1.3431621045366433,Private
441,0.04000000000000001,-0.8499999999999994,1.4430741765803703,Private
442,0.04000000000000001,-0.7499999999999998,1.542544884025573,Private
443,0.04000000000000001,-0.6500000000000001,1.639301617275555,Private
444,0.04000000000000001,-0.5499999999999996,1.7306754973713725,Private
445,0.04000000000000001,-0.45,1.813685695340282,Private
446,0.04000000000000001,-0.3499999999999995,1.8851945744892558,Private
447,0.04000000000000001,-0.24999999999999983,1.9421380324149218,Public
448,0.04000000000000001,-0.1499999999999993,1.9818157354076904,Private
449,0.04000000000000001,-0.04999999999999964,2.0021999490141686,Private
450,0.04000000000000001,0.05,2.0021999490141686,Public
451,0.04000000000000001,0.15000000000000052,1.9818157354076902,Public
452,0.04000000000000001,0.25000000000000017,1.9421380324149213,Private
453,0.04000000000000001,0.3500000000000007,1.8851945744892555,Private
454,0.04000000000000001,0.45000000000000034,1.813685695340282,Private
455,0.04000000000000001,0.55,1.7306754973713718,Public
456,0.04000000000000001,0.6500000000000006,1.6393016172755537,Private
457,0.04000000000000001,0.7500000000000002,1.5425448840255727,Public
458,0.04000000000000001,0.8500000000000008,1.4430741765803698,Public
459,0.04000000000000001,0.9500000000000004,1.3431621045366426,Private
460,0.04000000000000001,1.05,1.2446570602777356,Private
461,0.04000000000000001,1.1500000000000006,1.1489948195108382,Public
462,0.04000000000000001,1.2500000000000002,1.0572347199213974,Public
463,0.04000000000000001,1.3500000000000008,0.9701087725438091,Private
464,0.04000000000000001,1.4500000000000004,0.888075386299826,Private
465,0.04000000000000001,1.55,0.8113721739872811,Private
466,0.04000000000000001,1.6500000000000006,0.7400644704907946,Private
467,0.04000000000000001,1.7500000000000002,0.6740877940788913,Public
468,0.04000000000000001,1.8500000000000008,0.6132836101676424,Private
469,0.04000000000000001,1.9500000000000004,0.5574285023422209,Public
470,0.04000000000000001,2.05,0.5062573013002242,Public
471,0.04000000000000001,2.1500000000000004,0.45948094648067295,Private
472,0.04000000000000001,2.25,0.41679992617986233,Public
473,0.04000000000000001,2.3500000000000005,0.377914116344213,Public
474,0.04000000000000001,2.45,0.3425297587629686,Private
475,0.04000000000000001,2.55,0.310364216010422,Private
476,0.04000000000000001,2.6500000000000004,0.28114903245061384,Public
477,0.04000000000000001,2.75,0.2546317290663808,Public
478,0.04000000000000001,2.8500000000000005,0.2305766703303302,Private
479,0.04000000000000001,2.95,0.20876526571050316,Private
480,0.04000000000000001,3.05,0.18899570649165454,Private
481,0.04000000000000001,3.1499999999999995,0.17108238908794138,Public
482,0.04000000000000001,3.250000000000001,0.15485513716403562,Private
483,0.04000000000000001,3.3500000000000005,0.14015830483464492,Public
484,0.04000000000000001,3.45,0.12684982027235445,Private
485,0.04000000000000001,3.55,0.11480021178892039,Private
486,0.04000000000000001,3.6499999999999995,0.10389164552884332,Public
487,0.04000000000000001,3.750000000000001,0.09401699148955689,Private
488,0.04000000000000001,3.8500000000000005,0.08507892875650663,Private
489,0.04000000000000001,3.95,0.07698920483572859,Private
490,0.04000000000000001,4.05,0.06966803747063642,Public
491,0.04000000000000001,4.1499999999999995,0.06304077353836966,Public
492,0.04000000000000001,4.250000000000001,0.05703423592591417,Private
493,0.04000000000000001,4.3500000000000005,0.05162188254701624,Private
494,0.04000000000000001,4.45,0.046841694375511805,Private
495,0.04000000000000001,4.55,0.042342656196858716,Private
496,0.04000000000000001,4.650000000000001,0.03750595496883269,Private
497,0.04000000000000001,4.750000000000001,0.033463917655601944,Public
498,0.04000000000000001,4.8500000000000005,0.03133364620155171,Public
499,0.04000000000000001,4.95,0.030272171030034364,Private
500,0.05000000000000001,-4.95,0.03067289563065885,Private
501,0.05000000000000001,-4.8500000000000005,0.03160051778040195,Private
502,0.05000000000000001,-4.75,0.03364359672826284,Private
503,0.05000000000000001,-4.65,0.036955028630339476,Public
504,0.05000000000000001,-4.55,0.04194066388311372,Public
505,0.05000000000000001,-4.45,0.04698761513737218,Private
506,0.05000000000000001,-4.3500000000000005,0.05172899675047905,Public
507,0.05000000000000001,-4.25,0.05701752304064848,Private
508,0.05000000000000001,-4.15,0.06302794887434897,Public
509,0.05000000000000001,-4.05,0.06966863343232535,Private
510,0.05000000000000001,-3.95,0.07698943702289239,Public
511,0.05000000000000001,-3.85,0.08507805748965018,Private
512,0.05000000000000001,-3.75,0.09401583600965567,Private
513,0.05000000000000001,-3.6500000000000004,0.10389013947075786,Private
514,0.05000000000000001,-3.55,0.11479818053292229,Public
515,0.05000000000000001,-3.45,0.12684708035890668,Public
516,0.05000000000000001,-3.35,0.14015461257067155,Private
